product_id,name,category,subcategory,brand,price_eur,stock,rating,reviews_count,recipient,occasion,tags,color,material,gift_wrap,shipping_days,description
GP-004,"Party Game, Eighty Prompts",Games & Puzzles,Board Games,Meridian,34.00,44,3.9,229,anyone,birthday|christmas,partygame|4-10players|casual|quick,Yellow,Card,yes,2,"Loud, quick, needs at least four people and one extrovert."
GP-005,"Wooden Puzzle 500pc, Coastline",Games & Puzzles,Puzzles,Meridian,78.00,12,4.8,163,anyone,christmas|birthday,puzzle|wooden|500pc|lasercut,Multi,Birch ply,yes,4,Laser-cut birch with whimsy pieces shaped like boats and birds. Genuinely hard.
GP-006,"Jigsaw 1000pc, Botanical",Games & Puzzles,Puzzles,Meridian,32.00,49,4.4,276,her,christmas|thank-you,puzzle|1000pc|botanical|cardboard,Green,Card,yes,2,Matte finish so no glare under a lamp. Poster included for reference.
GP-007,"Jigsaw 1000pc, City Map",Games & Puzzles,Puzzles,Meridian,32.00,0,4.2,194,him,christmas,puzzle|1000pc|map|cardboard,Grey,Card,yes,2,A lot of very similar grey pieces. For someone who finds the botanical one too easy.
GP-008,"Metal Puzzle Set, Six",Games & Puzzles,Puzzles,Meridian,38.00,37,4.0,151,anyone,thank-you|birthday,puzzle|metal|logic|small,Silver,Steel,yes,2,"Disentanglement puzzles, graded easy to infuriating. Solutions in a sealed envelope."
GP-009,"Chess Set, Weighted",Games & Puzzles,Classic Games,Meridian,145.00,8,4.7,124,him,anniversary|graduation,chess|weighted|walnut|classic,Walnut,"Walnut, maple",yes,5,"Tournament-size board, weighted felted pieces. Folds to store the pieces inside."
GP-010,Backgammon Roll-Up,Games & Puzzles,Classic Games,Meridian,89.00,14,4.4,68,him,birthday|anniversary,backgammon|travel|leather|classic,Tan,"Leather, wood",yes,4,Rolls into a tube with a strap. Pieces and dice live in a pocket.
GP-011,"Dominoes, Boxed",Games & Puzzles,Classic Games,Meridian,56.00,21,4.3,52,anyone,christmas|thank-you,dominoes|boxed|classic|family,Ivory,"Resin, walnut box",yes,3,Double-nine set with a satisfying clack. The box is the good part.
GP-012,Escape Room in a Box,Games & Puzzles,Board Games,Meridian,44.00,33,4.1,208,couple,birthday|anniversary,escaperoom|1-6players|puzzle|90min,Black,"Card, paper",yes,2,"Ninety minutes, one use only, and it is worth it. Do not peek in the envelopes."
OT-001,Insulated Bottle 750ml,Outdoor & Travel,Drinkware,Wayfare,42.00,72,4.6,834,anyone,thank-you|graduation,bottle|insulated|steel|750ml,Sage,Stainless steel,yes,2,"Twenty-four hours cold, twelve hot. The lid does not leak in a bag, which is not true of most."
OT-002,"Travel Mug, Leakproof",Outdoor & Travel,Drinkware,Wayfare,38.00,64,4.4,512,anyone,thank-you,mug|travel|insulated|commute,Black,Stainless steel,yes,2,"One-handed open, fits under a coffee machine, survives being dropped."
OT-003,Vacuum Food Flask,Outdoor & Travel,Drinkware,Wayfare,46.00,28,4.3,197,anyone,thank-you|christmas,flask|food|insulated|lunch,Slate,Stainless steel,yes,3,Soup stays hot to lunchtime. Wide enough to eat from directly.
OT-004,Weekender Bag,Outdoor & Travel,Bags,Wayfare,189.00,11,4.7,243,him,birthday|anniversary|graduation,bag|weekender|leather|travel,Brown,"Waxed canvas, leather",yes,4,"Fits two days including shoes. Waxed canvas, so rain beads off and it ages well."
OT-005,Packing Cube Set,Outdoor & Travel,Bags,Wayfare,52.00,47,4.5,368,anyone,thank-you|graduation,packing|cubes|travel|organiser,Navy,Recycled nylon,yes,2,"Four sizes, mesh tops. Converts chaotic packers into slightly less chaotic ones."
OT-006,"Daypack 20L, Roll-Top",Outdoor & Travel,Bags,Wayfare,119.00,19,4.4,286,anyone,birthday|graduation,backpack|rolltop|20l|commute,Olive,Recycled nylon,yes,3,"Padded laptop sleeve, waterproof fabric, no branding. Commutes and hikes equally."
OT-007,"Picnic Blanket, Waterproof",Outdoor & Travel,Outdoor,Wayfare,74.00,23,4.2,154,couple,anniversary|thank-you,blanket|picnic|waterproof|outdoor,Check,"Wool blend, PU backing",yes,3,Two metres square with a waterproof backing and a carry strap.
OT-008,Camping Hammock,Outdoor & Travel,Outdoor,Wayfare,68.00,0,4.5,221,him,birthday,hammock|camping|portable|outdoor,Teal,Ripstop nylon,yes,3,"Straps included, packs to the size of a grapefruit, holds 150kg."
OT-009,"Head Torch, Rechargeable",Outdoor & Travel,Outdoor,Wayfare,54.00,41,4.3,312,him,thank-you|christmas,torch|headlamp|rechargeable|outdoor,Black,"Plastic, silicone",no,2,"400 lumens, red night mode, USB-C. The red mode is the bit people end up using."
OT-010,Enamel Camp Mug Pair,Outdoor & Travel,Drinkware,Wayfare,32.00,55,4.1,178,couple,thank-you|housewarming,mug|enamel|camping|pair,Cream,Enamelled steel,yes,2,Two mugs that will chip and look better for it.
JW-001,Gold Vermeil Chain Necklace,Jewellery,Necklaces,Lune,165.00,16,4.6,289,her,anniversary|birthday|christmas,necklace|gold|vermeil|everyday,Gold,Gold vermeil on silver,yes,4,"Forty-five centimetres, thick enough not to tangle. Vermeil, so it will not turn skin green."
JW-002,Pearl Pendant,Jewellery,Necklaces,Lune,128.00,12,4.4,134,her,anniversary|graduation,necklace|pearl|pendant|classic,Pearl,"Freshwater pearl, silver",yes,4,"A single baroque pearl, so each one is a slightly different shape."
JW-003,"Huggie Earrings, Pair",Jewellery,Earrings,Lune,89.00,24,4.5,217,her,birthday|thank-you,earrings|gold|huggie|small,Gold,Gold vermeil,yes,3,Small enough to sleep in. Hinged clasp that does not come loose.
JW-004,"Stud Set, Three Pairs",Jewellery,Earrings,Lune,112.00,18,4.3,96,her,birthday|christmas,earrings|set|studs|gold,Gold,"Gold vermeil, zirconia",yes,3,"Plain, pearl and stone. Covers most outfits and most moods."
JW-005,"Signet Ring, Engravable",Jewellery,Rings,Lune,195.00,7,4.7,88,him,anniversary|graduation,ring|signet|silver|engraving,Silver,Sterling silver,yes,7,Hand-engraved with up to three initials. Add a week for the engraving.
JW-006,"Stacking Rings, Set of Three",Jewellery,Rings,Lune,96.00,21,4.2,143,her,birthday|thank-you,rings|set|stacking|thin,Gold,Gold vermeil,yes,4,Sized as a set. Worn together or spread across fingers.
JW-007,Leather Watch Strap 20mm,Jewellery,Watches,Lune,68.00,29,4.1,112,him,thank-you|birthday,strap|watch|leather|20mm,Brown,Full-grain leather,yes,3,"Quick-release pins, so it changes without tools. Check the lug width first."
JW-008,"Bracelet, Woven Cord",Jewellery,Bracelets,Lune,54.00,0,3.8,67,anyone,thank-you,bracelet|cord|adjustable|unisex,Indigo,"Cord, silver",yes,3,"Adjustable slide, unisex, survives showers."
KI-001,"Wooden Building Blocks, 60pc",Kids,Toys,Bramblewood,78.00,22,4.7,264,kids,birthday|christmas,blocks|wooden|toddler|building,Multi,"Beech, water-based paint",yes,3,"Sixty pieces in a cotton bag. Ages three and up, though adults build with them too."
KI-002,Balance Board,Kids,Toys,Bramblewood,96.00,14,4.5,187,kids,birthday|christmas,balance|wooden|active|montessori,Natural,"Birch ply, felt",yes,4,"Rocker, bridge, slide, den roof. The most-used toy in most houses that own one."
KI-003,Illustrated Story Collection,Kids,Books,Vellum,34.00,38,4.6,213,kids,birthday|christmas,book|stories|illustrated|bedtime,Multi,Paper,yes,2,"Twelve stories, one per bedtime. Illustrated by hand, not generated."
KI-004,Junior Science Kit,Kids,Toys,Bramblewood,62.00,19,4.2,158,kids,birthday,science|kit|experiments|stem,Multi,"Plastic, glass",yes,3,Twenty experiments with things you already have at home. Adult supervision for four of them.
KI-005,Kids' Art Supply Case,Kids,Craft,Bramblewood,48.00,31,4.4,126,kids,birthday|christmas,art|kit|crayons|case,Multi,"Wood, wax, paper",yes,3,"Crayons, pencils, pastels and paper in a case that closes properly."
KI-006,"Night Light, Rechargeable",Kids,Toys,Lumen,42.00,26,4.3,241,kids,birthday|thank-you,nightlight|portable|dimmable|soft,White,Silicone,yes,2,"Silicone, warm and dimmable, safe to carry to the bathroom. Charges on a base."
PT-001,"Dog Bed, Orthopaedic",Pets,Dogs,Bramblewood,149.00,11,4.5,178,anyone,christmas|birthday,dogbed|memoryfoam|washable|large,Grey,"Memory foam, canvas",yes,5,"Removable washable cover, memory foam base. Large size fits a labrador."
PT-002,Rope Toy Bundle,Pets,Dogs,Bramblewood,28.00,53,4.1,264,anyone,thank-you,dogtoy|rope|durable|set,Multi,Cotton rope,no,2,Four toys. Two will survive the month.
PT-003,"Cat Tree, Compact",Pets,Cats,Bramblewood,119.00,0,4.0,96,anyone,christmas,cattree|scratching|compact|sisal,Beige,"Plywood, sisal, plush",yes,6,"Fits a corner rather than dominating a room. Sisal posts, two platforms."
EX-001,"Gift Card, 50 EUR",Experiences,Gift Cards,indigo Gift Shop,50.00,999,,,anyone,birthday|christmas|thank-you|graduation|anniversary|housewarming,giftcard|flexible|digital|instant,,,no,0,"Digital, delivered by email, no expiry. The honest answer when you do not know the person."
EX-002,"Gift Card, 100 EUR",Experiences,Gift Cards,indigo Gift Shop,100.00,999,,,anyone,birthday|christmas|anniversary,giftcard|flexible|digital|instant,,,no,0,"Digital, delivered by email, no expiry."
